Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
12472,08-03-2021,8:00 AM,Jammu and Kashmir,127044,0,124190,1962,127044
12473,08-03-2021,8:00 AM,Jharkhand,120259,0,118703,1093,120259
12474,08-03-2021,8:00 AM,Karnataka,955015,0,935772,12362,955015
12475,08-03-2021,8:00 AM,Kerala,1077327,0,1031865,4300,1077327
12476,08-03-2021,8:00 AM,Lakshadweep,486,0,327,1,486
12477,08-03-2021,8:00 AM,Ladakh,9831,0,9657,130,9831
12478,08-03-2021,8:00 AM,Madhya Pradesh,264643,0,257166,3871,264643
12479,08-03-2021,8:00 AM,Maharashtra,2219727,0,2068044,52478,2219727
12480,08-03-2021,8:00 AM,Manipur,29291,0,28890,373,29291
12481,08-03-2021,8:00 AM,Meghalaya,13972,0,13811,148,13972
12482,08-03-2021,8:00 AM,Mizoram,4428,0,4410,10,4428
12483,08-03-2021,8:00 AM,Nagaland,12217,0,12106,91,12217
12484,08-03-2021,8:00 AM,Odisha,337744,0,335080,1917,337744
12485,08-03-2021,8:00 AM,Puducherry,39868,0,39022,670,39868
12486,08-03-2021,8:00 AM,Punjab,188391,0,174967,5927,188391
12487,08-03-2021,8:00 AM,Rajasthan,321532,0,316988,2789,321532
12488,08-03-2021,8:00 AM,Sikkim,6174,0,5989,135,6174
12489,08-03-2021,8:00 AM,Tamil Nadu,855121,0,838606,12518,855121
12490,08-03-2021,8:00 AM,Telengana,300011,0,296562,1642,300011
12491,08-03-2021,8:00 AM,Tripura,33424,0,33003,391,33424
12492,08-03-2021,8:00 AM,Uttarakhand,97422,0,95095,1695,97422
12493,08-03-2021,8:00 AM,Uttar Pradesh,604279,0,593895,8737,604279
12494,08-03-2021,8:00 AM,West Bengal,576623,0,563182,10278,576623
12495,09-03-2021,8:00 AM,Andhra Pradesh,890766,0,882581,7176,890766
12496,09-03-2021,8:00 AM,Andaman and Nicobar Islands,5026,0,4957,62,5026
12497,09-03-2021,8:00 AM,Arunachal Pradesh,16839,0,16780,56,16839
12498,09-03-2021,8:00 AM,Assam,217682,0,214964,1094,217682
12499,09-03-2021,8:00 AM,Bihar,261232,0,260942,1547,261232
12500,09-03-2021,8:00 AM,Chandigarh,22397,0,21316,356,22397
12501,09-03-2021,8:00 AM,Chhattisgarh,314640,0,307862,3859,314640
12502,09-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3421,0,3402,2,3421
12503,09-03-2021,8:00 AM,Delhi,641340,0,628686,10924,641340
12504,09-03-2021,8:00 AM,Goa,55463,0,54032,799,55463
12505,09-03-2021,8:00 AM,Gujarat,273941,0,266313,4416,273941
12506,09-03-2021,8:00 AM,Haryana,272751,0,267610,3058,272751
12507,09-03-2021,8:00 AM,Himachal Pradesh,59197,0,57580,1000,59197
12508,09-03-2021,8:00 AM,Jammu and Kashmir,127114,0,124280,1963,127114
12509,09-03-2021,8:00 AM,Jharkhand,120312,0,118747,1093,120312
12510,09-03-2021,8:00 AM,Karnataka,943084,0,936250,12367,943084
12511,09-03-2021,8:00 AM,Kerala,1078739,0,1034895,4312,1078739
12512,09-03-2021,8:00 AM,Lakshadweep,494,0,329,1,494
12513,09-03-2021,8:00 AM,Ladakh,9833,0,9659,130,9833
12514,09-03-2021,8:00 AM,Madhya Pradesh,265070,0,257560,3872,265070
12515,09-03-2021,8:00 AM,Maharashtra,2228471,0,2077112,52500,2228471
12516,09-03-2021,8:00 AM,Manipur,29296,0,28894,373,29296
12517,09-03-2021,8:00 AM,Meghalaya,13973,0,13813,148,13973
12518,09-03-2021,8:00 AM,Mizoram,4432,0,4412,10,4432
12519,09-03-2021,8:00 AM,Nagaland,12217,0,12107,91,12217
12520,09-03-2021,8:00 AM,Odisha,337803,0,335168,1917,337803
12521,09-03-2021,8:00 AM,Puducherry,39882,0,39041,670,39882
12522,09-03-2021,8:00 AM,Punjab,189620,0,175659,5941,189620
12523,09-03-2021,8:00 AM,Rajasthan,321711,0,317039,2789,321711
12524,09-03-2021,8:00 AM,Sikkim,6174,0,5989,135,6174
12525,09-03-2021,8:00 AM,Tamil Nadu,855677,0,839138,12521,855677
12526,09-03-2021,8:00 AM,Telengana,300153,0,296740,1644,300153
12527,09-03-2021,8:00 AM,Tripura,33424,0,33003,391,33424
12528,09-03-2021,8:00 AM,Uttarakhand,97480,0,95123,1695,97480
12529,09-03-2021,8:00 AM,Uttar Pradesh,604380,0,594008,8738,604380
12530,09-03-2021,8:00 AM,West Bengal,576838,0,563403,10280,576838
12531,10-03-2021,8:00 AM,Andhra Pradesh,890884,0,882670,7176,890884
12532,10-03-2021,8:00 AM,Andaman and Nicobar Islands,5028,0,4958,62,5028
12533,10-03-2021,8:00 AM,Arunachal Pradesh,16839,0,16780,56,16839
12534,10-03-2021,8:00 AM,Assam,217704,0,214979,1096,217704
12535,10-03-2021,8:00 AM,Bihar,262820,0,260975,1547,262820
12536,10-03-2021,8:00 AM,Chandigarh,22502,0,21368,356,22502
12537,10-03-2021,8:00 AM,Chhattisgarh,315030,0,308143,3864,315030
12538,10-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3423,0,3404,2,3423
12539,10-03-2021,8:00 AM,Delhi,641660,0,628920,10928,641660
12540,10-03-2021,8:00 AM,Goa,55538,0,54073,802,55538
12541,10-03-2021,8:00 AM,Gujarat,274522,0,266766,4418,274522
12542,10-03-2021,8:00 AM,Haryana,273087,0,267762,3062,273087
12543,10-03-2021,8:00 AM,Himachal Pradesh,59239,0,57616,1002,59239
12544,10-03-2021,8:00 AM,Jammu and Kashmir,127191,0,124367,1965,127191
12545,10-03-2021,8:00 AM,Jharkhand,120374,0,118787,1093,120374
12546,10-03-2021,8:00 AM,Karnataka,956041,0,936616,12373,956041
12547,10-03-2021,8:00 AM,Kerala,1081055,0,1039281,4328,1081055
12548,10-03-2021,8:00 AM,Lakshadweep,509,0,341,1,509
12549,10-03-2021,8:00 AM,Ladakh,9835,0,9662,130,9835
12550,10-03-2021,8:00 AM,Madhya Pradesh,265527,0,257942,3874,265527
12551,10-03-2021,8:00 AM,Maharashtra,2238398,0,2089294,52556,2238398
12552,10-03-2021,8:00 AM,Manipur,29298,0,28895,373,29298
12553,10-03-2021,8:00 AM,Meghalaya,13977,0,13815,148,13977
12554,10-03-2021,8:00 AM,Mizoram,4434,0,4415,10,4434
12555,10-03-2021,8:00 AM,Nagaland,12217,0,12108,91,12217
12556,10-03-2021,8:00 AM,Odisha,337860,0,335250,1917,337860
12557,10-03-2021,8:00 AM,Puducherry,39908,0,39060,670,39908
12558,10-03-2021,8:00 AM,Punjab,190647,0,176164,5961,190647
12559,10-03-2021,8:00 AM,Rajasthan,321890,0,317138,2789,321890
12560,10-03-2021,8:00 AM,Sikkim,6175,0,5990,135,6175
12561,10-03-2021,8:00 AM,Tamil Nadu,856246,0,839648,12525,856246
12562,10-03-2021,8:00 AM,Telengana,300342,0,296916,1646,300342
12563,10-03-2021,8:00 AM,Tripura,33425,0,33010,391,33425
12564,10-03-2021,8:00 AM,Uttarakhand,97529,0,95223,1695,97529
12565,10-03-2021,8:00 AM,Uttar Pradesh,604527,0,594109,8740,604527
12566,10-03-2021,8:00 AM,West Bengal,577026,0,563601,10281,577026
12567,11-03-2021,8:00 AM,Andhra Pradesh,890884,0,882670,7176,890884
12568,11-03-2021,8:00 AM,Andaman and Nicobar Islands,5028,0,4958,62,5028
12569,11-03-2021,8:00 AM,Arunachal Pradesh,16839,0,16780,56,16839
12570,11-03-2021,8:00 AM,Assam,217704,0,214979,1096,217704
12571,11-03-2021,8:00 AM,Bihar,262820,0,260975,1547,262820
12572,11-03-2021,8:00 AM,Chandigarh,22502,0,21368,356,22502
12573,11-03-2021,8:00 AM,Chhattisgarh,315030,0,308143,3864,315030
12574,11-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3423,0,3404,2,3423
12575,11-03-2021,8:00 AM,Delhi,641660,0,628920,10928,641660
12576,11-03-2021,8:00 AM,Goa,55538,0,54073,802,55538
12577,11-03-2021,8:00 AM,Gujarat,274522,0,266766,4418,274522
12578,11-03-2021,8:00 AM,Haryana,273087,0,267762,3062,273087
12579,11-03-2021,8:00 AM,Himachal Pradesh,59239,0,57616,1002,59239
12580,11-03-2021,8:00 AM,Jammu and Kashmir,127191,0,124367,1965,127191
12581,11-03-2021,8:00 AM,Jharkhand,120374,0,118787,1093,120374
12582,11-03-2021,8:00 AM,Karnataka,956041,0,936616,12373,956041
12583,11-03-2021,8:00 AM,Kerala,1081055,0,1039281,4328,1081055
12584,11-03-2021,8:00 AM,Lakshadweep,509,0,341,1,509
12585,11-03-2021,8:00 AM,Ladakh,9835,0,9662,130,9835
12586,11-03-2021,8:00 AM,Madhya Pradesh,265527,0,257942,3874,265527
12587,11-03-2021,8:00 AM,Maharashtra,2238398,0,2089294,52556,2238398
12588,11-03-2021,8:00 AM,Manipur,29298,0,28895,373,29298
12589,11-03-2021,8:00 AM,Meghalaya,13977,0,13815,148,13977
12590,11-03-2021,8:00 AM,Mizoram,4434,0,4415,10,4434
12591,11-03-2021,8:00 AM,Nagaland,12217,0,12108,91,12217
12592,11-03-2021,8:00 AM,Odisha,337860,0,335250,1917,337860
12593,11-03-2021,8:00 AM,Puducherry,39908,0,39060,670,39908
12594,11-03-2021,8:00 AM,Punjab,190647,0,176164,5961,190647
12595,11-03-2021,8:00 AM,Rajasthan,321890,0,317138,2789,321890
12596,11-03-2021,8:00 AM,Sikkim,6175,0,5990,135,6175
12597,11-03-2021,8:00 AM,Tamil Nadu,856246,0,839648,12525,856246
12598,11-03-2021,8:00 AM,Telengana,300342,0,296916,1646,300342
12599,11-03-2021,8:00 AM,Tripura,33425,0,33010,391,33425
12600,11-03-2021,8:00 AM,Uttarakhand,97529,0,95223,1695,97529
12601,11-03-2021,8:00 AM,Uttar Pradesh,604527,0,594109,8740,604527
12602,11-03-2021,8:00 AM,West Bengal,577026,0,563601,10281,577026
12603,12-03-2021,8:00 AM,Andhra Pradesh,891004,0,882763,7177,891004
12604,12-03-2021,8:00 AM,Andaman and Nicobar Islands,5028,0,4960,62,5028
12605,12-03-2021,8:00 AM,Arunachal Pradesh,16840,0,16780,56,16840
12606,12-03-2021,8:00 AM,Assam,217726,0,214997,1096,217726
12607,12-03-2021,8:00 AM,Bihar,262864,0,261013,1548,262864
12608,12-03-2021,8:00 AM,Chandigarh,22589,0,21416,357,22589
12609,12-03-2021,8:00 AM,Chhattisgarh,315486,0,308269,3872,315486
12610,12-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3426,0,3404,2,3426
12611,12-03-2021,8:00 AM,Delhi,642030,0,629199,10931,642030
12612,12-03-2021,8:00 AM,Goa,55607,0,54130,802,55607
12613,12-03-2021,8:00 AM,Gujarat,275197,0,267250,4418,275197
12614,12-03-2021,8:00 AM,Haryana,273446,0,267942,3064,273446
12615,12-03-2021,8:00 AM,Himachal Pradesh,59347,0,57745,1003,59347
12616,12-03-2021,8:00 AM,Jammu and Kashmir,127288,0,124421,1968,127288
12617,12-03-2021,8:00 AM,Jharkhand,120436,0,118823,1093,120436
12618,12-03-2021,8:00 AM,Karnataka,956801,0,936947,12379,956801
12619,12-03-2021,8:00 AM,Kerala,1083530,0,1043473,4342,1083530
12620,12-03-2021,8:00 AM,Lakshadweep,524,0,355,1,524
12621,12-03-2021,8:00 AM,Ladakh,9838,0,9669,130,9838
12622,12-03-2021,8:00 AM,Madhya Pradesh,266043,0,258251,3877,266043
12623,12-03-2021,8:00 AM,Maharashtra,2252057,0,2099207,52610,2252057
12624,12-03-2021,8:00 AM,Manipur,29305,0,28897,373,29305
12625,12-03-2021,8:00 AM,Meghalaya,13983,0,13816,148,13983
12626,12-03-2021,8:00 AM,Mizoram,4434,0,4415,10,4434
12627,12-03-2021,8:00 AM,Nagaland,12217,0,12116,91,12217
12628,12-03-2021,8:00 AM,Odisha,337929,0,335322,1917,337929
12629,12-03-2021,8:00 AM,Puducherry,39932,0,39083,670,39932
12630,12-03-2021,8:00 AM,Punjab,192040,0,176660,5978,192040
12631,12-03-2021,8:00 AM,Rajasthan,322078,0,317257,2789,322078
12632,12-03-2021,8:00 AM,Sikkim,6178,0,5994,135,6178
12633,12-03-2021,8:00 AM,Tamil Nadu,856917,0,840180,12530,856917
12634,12-03-2021,8:00 AM,Telengana,300536,0,297032,1649,300536
12635,12-03-2021,8:00 AM,Tripura,33425,0,33016,391,33425
12636,12-03-2021,8:00 AM,Uttarakhand,97565,0,95268,1697,97565
12637,12-03-2021,8:00 AM,Uttar Pradesh,604648,0,594219,8740,604648
12638,12-03-2021,8:00 AM,West Bengal,577267,0,563857,10283,577267
12639,13-03-2021,8:00 AM,Andhra Pradesh,891388,0,882981,7180,891388
12640,13-03-2021,8:00 AM,Andaman and Nicobar Islands,5029,0,4961,62,5029
12641,13-03-2021,8:00 AM,Arunachal Pradesh,16840,0,16780,56,16840
12642,13-03-2021,8:00 AM,Assam,217766,0,215041,1097,217766
12643,13-03-2021,8:00 AM,Bihar,262937,0,261064,1549,262937
12644,13-03-2021,8:00 AM,Chandigarh,22832,0,21539,357,22832
12645,13-03-2021,8:00 AM,Chhattisgarh,316311,0,308854,3880,316311
12646,13-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3431,0,3405,2,3431
12647,13-03-2021,8:00 AM,Delhi,642870,0,629841,10936,642870
12648,13-03-2021,8:00 AM,Goa,55758,0,54209,804,55758
12649,13-03-2021,8:00 AM,Gujarat,276622,0,268196,4420,276622
12650,13-03-2021,8:00 AM,Haryana,274273,0,268397,3069,274273
12651,13-03-2021,8:00 AM,Himachal Pradesh,59527,0,57818,1003,59527
12652,13-03-2021,8:00 AM,Jammu and Kashmir,127436,0,124578,1971,127436
12653,13-03-2021,8:00 AM,Jharkhand,120524,0,118922,1093,120524
12654,13-03-2021,8:00 AM,Karnataka,958417,0,937898,12386,958417
12655,13-03-2021,8:00 AM,Kerala,1087443,0,1050603,4369,1087443
12656,13-03-2021,8:00 AM,Lakshadweep,587,0,380,1,587
12657,13-03-2021,8:00 AM,Ladakh,9846,0,9686,130,9846
12658,13-03-2021,8:00 AM,Madhya Pradesh,267176,0,258958,3883,267176
12659,13-03-2021,8:00 AM,Maharashtra,2282191,0,2117744,52723,2282191
12660,13-03-2021,8:00 AM,Manipur,29310,0,28907,373,29310
12661,13-03-2021,8:00 AM,Meghalaya,13986,0,13818,148,13986
12662,13-03-2021,8:00 AM,Mizoram,4435,0,4416,10,4435
12663,13-03-2021,8:00 AM,Nagaland,12221,0,12120,91,12221
12664,13-03-2021,8:00 AM,Odisha,338056,0,335499,1917,338056
12665,13-03-2021,8:00 AM,Puducherry,39984,0,39128,670,39984
12666,13-03-2021,8:00 AM,Punjab,194753,0,178271,6030,194753
12667,13-03-2021,8:00 AM,Rajasthan,322518,0,317487,2789,322518
12668,13-03-2021,8:00 AM,Sikkim,6183,0,5994,135,6183
12669,13-03-2021,8:00 AM,Tamil Nadu,858272,0,841250,12539,858272
12670,13-03-2021,8:00 AM,Telengana,300933,0,297363,1652,300933
12671,13-03-2021,8:00 AM,Tripura,33427,0,33026,391,33427
12672,13-03-2021,8:00 AM,Uttarakhand,97700,0,95362,1700,97700
12673,13-03-2021,8:00 AM,Uttar Pradesh,604958,0,594396,8743,604958
12674,13-03-2021,8:00 AM,West Bengal,577788,0,564368,10287,577788
12675,14-03-2021,8:00 AM,Andhra Pradesh,891563,0,883113,7182,891563
12676,14-03-2021,8:00 AM,Andaman and Nicobar Islands,5030,0,4964,62,5030
12677,14-03-2021,8:00 AM,Arunachal Pradesh,16840,0,16781,56,16840
12678,14-03-2021,8:00 AM,Assam,217780,0,215063,1098,217780
12679,14-03-2021,8:00 AM,Bihar,262974,0,261092,1550,262974
12680,14-03-2021,8:00 AM,Chandigarh,22976,0,21586,358,22976
12681,14-03-2021,8:00 AM,Chhattisgarh,316854,0,309198,3886,316854
12682,14-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3435,0,3405,2,3435
12683,14-03-2021,8:00 AM,Delhi,643289,0,630143,10939,643289
12684,14-03-2021,8:00 AM,Goa,55851,0,54279,805,55851
12685,14-03-2021,8:00 AM,Gujarat,277397,0,268775,4422,277397
12686,14-03-2021,8:00 AM,Haryana,274697,0,268672,3073,274697
12687,14-03-2021,8:00 AM,Himachal Pradesh,59597,0,57848,1004,59597
12688,14-03-2021,8:00 AM,Jammu and Kashmir,127535,0,124680,1974,127535
12689,14-03-2021,8:00 AM,Jharkhand,120567,0,118959,1093,120567
12690,14-03-2021,8:00 AM,Karnataka,959338,0,938890,12387,959338
12691,14-03-2021,8:00 AM,Kerala,1089478,0,1053859,4381,1089478
12692,14-03-2021,8:00 AM,Lakshadweep,603,0,394,1,603
12693,14-03-2021,8:00 AM,Ladakh,9847,0,9686,130,9847
12694,14-03-2021,8:00 AM,Madhya Pradesh,267851,0,259454,3885,267851
12695,14-03-2021,8:00 AM,Maharashtra,2297793,0,2125211,52811,2297793
12696,14-03-2021,8:00 AM,Manipur,29311,0,28911,373,29311
12697,14-03-2021,8:00 AM,Meghalaya,13992,0,13818,148,13992
12698,14-03-2021,8:00 AM,Mizoram,4436,0,4416,10,4436
12699,14-03-2021,8:00 AM,Nagaland,12225,0,12120,91,12225
12700,14-03-2021,8:00 AM,Odisha,338121,0,335569,1918,338121
12701,14-03-2021,8:00 AM,Puducherry,40015,0,39154,670,40015
12702,14-03-2021,8:00 AM,Punjab,196263,0,179295,6052,196263
12703,14-03-2021,8:00 AM,Rajasthan,322719,0,317601,2789,322719
12704,14-03-2021,8:00 AM,Sikkim,6184,0,6002,135,6184
12705,14-03-2021,8:00 AM,Tamil Nadu,858967,0,841762,12543,858967
12706,14-03-2021,8:00 AM,Telengana,301161,0,297515,1653,301161
12707,14-03-2021,8:00 AM,Tripura,33429,0,33026,391,33429
12708,14-03-2021,8:00 AM,Uttarakhand,97754,0,95469,1702,97754
12709,14-03-2021,8:00 AM,Uttar Pradesh,605112,0,594550,8745,605112
12710,14-03-2021,8:00 AM,West Bengal,578064,0,564637,10288,578064
12711,15-03-2021,8:00 AM,Andhra Pradesh,891861,0,883277,7184,891861
12712,15-03-2021,8:00 AM,Andaman and Nicobar Islands,5031,0,4964,62,5031
12713,15-03-2021,8:00 AM,Arunachal Pradesh,16840,0,16781,56,16840
12714,15-03-2021,8:00 AM,Assam,217797,0,215080,1098,217797
12715,15-03-2021,8:00 AM,Bihar,263025,0,261136,1551,263025
12716,15-03-2021,8:00 AM,Chandigarh,23096,0,21650,358,23096
12717,15-03-2021,8:00 AM,Chhattisgarh,317329,0,309433,3890,317329
12718,15-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3438,0,3405,2,3438
12719,15-03-2021,8:00 AM,Delhi,643696,0,630493,10941,643696
12720,15-03-2021,8:00 AM,Goa,55917,0,54362,806,55917
12721,15-03-2021,8:00 AM,Gujarat,278207,0,269361,4424,278207
12722,15-03-2021,8:00 AM,Haryana,275137,0,268968,3074,275137
12723,15-03-2021,8:00 AM,Himachal Pradesh,59675,0,57909,1006,59675
12724,15-03-2021,8:00 AM,Jammu and Kashmir,127640,0,124746,1974,127640
12725,15-03-2021,8:00 AM,Jharkhand,120628,0,118987,1093,120628
12726,15-03-2021,8:00 AM,Karnataka,960272,0,939499,12390,960272
12727,15-03-2021,8:00 AM,Kerala,1091270,0,1057097,4396,1091270
12728,15-03-2021,8:00 AM,Lakshadweep,604,0,400,1,604
12729,15-03-2021,8:00 AM,Ladakh,9847,0,9686,130,9847
12730,15-03-2021,8:00 AM,Madhya Pradesh,268594,0,259967,3887,268594
12731,15-03-2021,8:00 AM,Maharashtra,2314413,0,2134072,52861,2314413
12732,15-03-2021,8:00 AM,Manipur,29313,0,28914,373,29313
12733,15-03-2021,8:00 AM,Meghalaya,13997,0,13820,148,13997
12734,15-03-2021,8:00 AM,Mizoram,4437,0,4416,10,4437
12735,15-03-2021,8:00 AM,Nagaland,12225,0,12120,91,12225
12736,15-03-2021,8:00 AM,Odisha,338192,0,335660,1918,338192
12737,15-03-2021,8:00 AM,Puducherry,40030,0,39169,671,40030
12738,15-03-2021,8:00 AM,Punjab,197755,0,180133,6072,197755
12739,15-03-2021,8:00 AM,Rajasthan,322969,0,317726,2790,322969
12740,15-03-2021,8:00 AM,Sikkim,6184,0,6003,135,6184
12741,15-03-2021,8:00 AM,Tamil Nadu,859726,0,842309,12547,859726
12742,15-03-2021,8:00 AM,Telengana,301318,0,297681,1654,301318
12743,15-03-2021,8:00 AM,Tripura,33433,0,33029,391,33433
12744,15-03-2021,8:00 AM,Uttarakhand,97806,0,95494,1703,97806
12745,15-03-2021,8:00 AM,Uttar Pradesh,605290,0,594693,8746,605290
12746,15-03-2021,8:00 AM,West Bengal,578347,0,564912,10292,578347
12747,16-03-2021,8:00 AM,Andhra Pradesh,892008,0,883380,7185,892008
12748,16-03-2021,8:00 AM,Andaman and Nicobar Islands,5031,0,4966,62,5031
12749,16-03-2021,8:00 AM,Arunachal Pradesh,16840,0,16783,56,16840
12750,16-03-2021,8:00 AM,Assam,217817,0,215106,1099,217817
12751,16-03-2021,8:00 AM,Bihar,263051,0,261171,1552,263051
12752,16-03-2021,8:00 AM,Chandigarh,23244,0,21720,358,23244
12753,16-03-2021,8:00 AM,Chhattisgarh,317974,0,309979,3897,317974
12754,16-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3440,0,3407,2,3440
12755,16-03-2021,8:00 AM,Delhi,644064,0,630799,10944,644064
12756,16-03-2021,8:00 AM,Goa,56006,0,54424,807,56006
12757,16-03-2021,8:00 AM,Gujarat,279097,0,269955,4425,279097
12758,16-03-2021,8:00 AM,Haryana,275557,0,269268,3077,275557
12759,16-03-2021,8:00 AM,Himachal Pradesh,59750,0,57983,1010,59750
12760,16-03-2021,8:00 AM,Jammu and Kashmir,127734,0,124823,1974,127734
12761,16-03-2021,8:00 AM,Jharkhand,120695,0,119046,1093,120695
12762,16-03-2021,8:00 AM,Karnataka,961204,0,939928,12397,961204
12763,16-03-2021,8:00 AM,Kerala,1092324,0,1060560,4407,1092324
12764,16-03-2021,8:00 AM,Lakshadweep,606,0,416,1,606
12765,16-03-2021,8:00 AM,Ladakh,9852,0,9688,130,9852
12766,16-03-2021,8:00 AM,Madhya Pradesh,269391,0,260477,3890,269391
12767,16-03-2021,8:00 AM,Maharashtra,2329464,0,2144743,52909,2329464
12768,16-03-2021,8:00 AM,Manipur,29313,0,28916,373,29313
12769,16-03-2021,8:00 AM,Meghalaya,13997,0,13820,148,13997
12770,16-03-2021,8:00 AM,Mizoram,4439,0,4417,10,4439
12771,16-03-2021,8:00 AM,Nagaland,12225,0,12120,91,12225
12772,16-03-2021,8:00 AM,Odisha,338258,0,335730,1918,338258
12773,16-03-2021,8:00 AM,Puducherry,40044,0,39186,672,40044
12774,16-03-2021,8:00 AM,Punjab,199573,0,181532,6099,199573
12775,16-03-2021,8:00 AM,Rajasthan,323220,0,317858,2790,323220
12776,16-03-2021,8:00 AM,Sikkim,6184,0,6008,135,6184
12777,16-03-2021,8:00 AM,Tamil Nadu,860562,0,842862,12551,860562
12778,16-03-2021,8:00 AM,Telengana,301522,0,297851,1656,301522
12779,16-03-2021,8:00 AM,Tripura,33440,0,33029,391,33440
12780,16-03-2021,8:00 AM,Uttarakhand,97866,0,95581,1704,97866
12781,16-03-2021,8:00 AM,Uttar Pradesh,605441,0,594855,8748,605441
12782,16-03-2021,8:00 AM,West Bengal,578598,0,565156,10295,578598
12783,17-03-2021,8:00 AM,Andhra Pradesh,892269,0,883505,7185,892269
12784,17-03-2021,8:00 AM,Andaman and Nicobar Islands,5032,0,4967,62,5032
12785,17-03-2021,8:00 AM,Arunachal Pradesh,16841,0,16783,56,16841
12786,17-03-2021,8:00 AM,Assam,217839,0,215127,1099,217839
12787,17-03-2021,8:00 AM,Bihar,263100,0,261200,1553,263100
12788,17-03-2021,8:00 AM,Chandigarh,23391,0,21833,359,23391
12789,17-03-2021,8:00 AM,Chhattisgarh,318830,0,310260,3909,318830
12790,17-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3445,0,3416,2,3445
12791,17-03-2021,8:00 AM,Delhi,644489,0,631056,10945,644489
12792,17-03-2021,8:00 AM,Goa,56100,0,54497,811,56100
12793,17-03-2021,8:00 AM,Gujarat,280051,0,270658,4427,280051
12794,17-03-2021,8:00 AM,Haryana,276080,0,269517,3079,276080
12795,17-03-2021,8:00 AM,Himachal Pradesh,59869,0,58038,1011,59869
12796,17-03-2021,8:00 AM,Jammu and Kashmir,127831,0,124882,1976,127831
12797,17-03-2021,8:00 AM,Jharkhand,120771,0,119100,1094,120771
12798,17-03-2021,8:00 AM,Karnataka,962339,0,940489,12403,962339
12799,17-03-2021,8:00 AM,Kerala,1094294,0,1063444,4422,1094294
12800,17-03-2021,8:00 AM,Lakshadweep,625,0,457,1,625
12801,17-03-2021,8:00 AM,Ladakh,9863,0,9690,130,9863
12802,17-03-2021,8:00 AM,Madhya Pradesh,270208,0,261031,3891,270208
12803,17-03-2021,8:00 AM,Maharashtra,2347328,0,2154253,52996,2347328
12804,17-03-2021,8:00 AM,Manipur,29315,0,28918,373,29315
12805,17-03-2021,8:00 AM,Meghalaya,14000,0,13821,148,14000
12806,17-03-2021,8:00 AM,Mizoram,4442,0,4417,10,4442
12807,17-03-2021,8:00 AM,Nagaland,12225,0,12120,91,12225
12808,17-03-2021,8:00 AM,Odisha,338323,0,335796,1918,338323
12809,17-03-2021,8:00 AM,Puducherry,40068,0,39215,673,40068
12810,17-03-2021,8:00 AM,Punjab,201036,0,182283,6137,201036
12811,17-03-2021,8:00 AM,Rajasthan,323461,0,318009,2791,323461
12812,17-03-2021,8:00 AM,Sikkim,6191,0,6012,135,6191
12813,17-03-2021,8:00 AM,Tamil Nadu,861429,0,843423,12556,861429
12814,17-03-2021,8:00 AM,Telengana,301769,0,298009,1659,301769
12815,17-03-2021,8:00 AM,Tripura,33441,0,33039,391,33441
12816,17-03-2021,8:00 AM,Uttarakhand,97931,0,95628,1704,97931
12817,17-03-2021,8:00 AM,Uttar Pradesh,605655,0,594993,8750,605655
12818,17-03-2021,8:00 AM,West Bengal,578853,0,565398,10297,578853
12819,18-03-2021,8:00 AM,Andhra Pradesh,892522,0,883642,7186,892522
12820,18-03-2021,8:00 AM,Andaman and Nicobar Islands,5035,0,4967,62,5035
12821,18-03-2021,8:00 AM,Arunachal Pradesh,16841,0,16783,56,16841
12822,18-03-2021,8:00 AM,Assam,217872,0,215146,1099,217872
12823,18-03-2021,8:00 AM,Bihar,263158,0,261240,1554,263158
12824,18-03-2021,8:00 AM,Chandigarh,23592,0,21903,359,23592
12825,18-03-2021,8:00 AM,Chhattisgarh,319717,0,310503,3915,319717
12826,18-03-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3445,0,3417,2,3445
12827,18-03-2021,8:00 AM,Delhi,645025,0,631375,10948,645025
12828,18-03-2021,8:00 AM,Goa,56173,0,54556,812,56173
12829,18-03-2021,8:00 AM,Gujarat,281173,0,271433,4430,281173
12830,18-03-2021,8:00 AM,Haryana,276635,0,269812,3083,276635
12831,18-03-2021,8:00 AM,Himachal Pradesh,60036,0,58090,1011,60036
12832,18-03-2021,8:00 AM,Jammu and Kashmir,127957,0,124972,1977,127957
12833,18-03-2021,8:00 AM,Jharkhand,120853,0,119160,1094,120853
12834,18-03-2021,8:00 AM,Karnataka,963614,0,940968,12407,963614
12835,18-03-2021,8:00 AM,Kerala,1096392,0,1066259,4435,1096392
12836,18-03-2021,8:00 AM,Lakshadweep,639,0,459,1,639
